Practice_ID,Quarter,Year,Visit_Volume,Avg_Wait_Time_Min,Patient_Satisfaction_Score,No_Show_Rate,Followup_Adherence_Rate,Staff_to_Patient_Ratio,Provider_Productivity,A1C_Screening_Compliance,Total_Providers_FTE,Total_Staff_FTE,Unique_Patients_Seen
AP006,Q2,2024,4971,7.4,52.3,93,58,0.011,487.0,60.2,2.4,23.4,1549
AP010,Q2,2022,1283,48.3,30.5,87,81,0.015,1043.1,82.1,2.3,28.4,1954
AP007,Q4,2022,3913,20.4,3.7,53,87,0.036,644.2,6.3,4.0,41.2,1849
AP007,Q1,2021,4710,35.7,42.9,82,53,0.022,441.7,21.9,3.0,32.1,897
AP004,Q3,2020,4130,37.3,68.3,75,60,0.02,1722.8,61.1,2.7,11.4,1554
AP002,Q3,2024,4981,55.6,71.4,89,89,0.014,1013.5,11.6,6.0,10.9,1243
AP007,Q4,2023,1540,44.3,89.9,64,74,0.014,335.8,61.9,1.3,15.2,329
AP010,Q1,2024,693,46.1,80.7,62,77,0.033,1045.3,47.7,3.4,31.0,446
AP001,Q2,2024,2585,30.1,38.7,79,46,0.022,430.4,61.3,3.5,44.9,1589
AP003,Q2,2020,2422,59.7,56.0,71,72,0.01,2210.7,53.0,1.7,29.9,1430
AP006,Q2,2022,4863,33.0,42.7,89,86,0.067,711.3,47.7,3.6,27.6,1910
AP005,Q4,2022,3807,2.4,56.0,49,80,0.039,637.7,10.5,5.3,40.7,1829
AP008,Q1,2023,3630,52.6,56.5,83,68,0.007,753.5,67.0,3.9,27.8,306
AP006,Q1,2020,1565,23.2,94.3,46,74,0.049,673.8,89.9,5.5,22.4,1957
AP003,Q3,2020,3903,54.6,15.9,67,48,0.031,2512.8,88.7,1.9,38.8,1029
AP008,Q3,2021,2691,38.6,15.8,75,77,0.03,512.9,33.0,5.6,10.6,1638
AP006,Q4,2023,3464,28.3,53.1,68,74,0.007,1433.7,46.2,5.7,30.0,1363
AP012,Q1,2023,854,3.7,20.5,97,72,0.009,310.2,43.1,3.7,46.1,1650
AP010,Q2,2023,648,32.0,69.2,63,88,0.026,874.6,49.5,1.4,17.0,1935
AP008,Q2,2020,1150,39.8,30.9,89,60,0.031,504.6,60.0,3.3,49.0,1919
AP006,Q2,2023,4388,40.7,84.7,72,78,0.007,568.6,49.5,4.2,29.0,515
AP012,Q2,2024,3773,39.2,76.1,99,78,0.017,262.4,28.0,2.9,25.0,1495
AP004,Q4,2022,3425,19.5,31.0,68,70,0.019,581.2,7.8,2.4,34.7,1888
AP012,Q2,2021,883,45.0,78.0,87,52,0.09,530.4,1.6,1.4,48.5,1416
AP008,Q3,2024,4666,43.5,90.9,69,93,0.016,938.1,42.5,3.2,41.7,352
AP010,Q3,2020,2517,2.7,28.5,96,59,0.031,2575.4,78.5,4.1,47.0,1139
AP012,Q2,2024,2457,40.4,62.8,66,83,0.015,1675.5,64.2,3.3,49.5,1964
AP005,Q4,2022,2849,30.2,4.4,56,66,0.006,650.0,97.0,4.2,11.2,561
AP007,Q2,2022,1391,53.1,23.3,82,76,0.019,1911.5,77.3,2.1,46.5,1923
AP001,Q3,2024,1234,30.5,18.7,84,70,0.023,558.5,36.8,3.9,24.0,830
AP011,Q4,2024,1813,12.9,47.1,87,62,0.087,1203.8,86.2,4.2,19.8,576
AP004,Q1,2021,3407,17.5,50.8,81,89,0.008,171.5,50.9,3.6,13.1,1945
AP010,Q3,2021,4059,45.0,7.9,72,74,0.069,976.2,92.8,4.7,42.9,1871
AP001,Q2,2021,3234,1.7,24.6,76,79,0.137,823.6,49.6,5.9,33.9,1900
AP010,Q1,2020,2826,59.1,52.4,80,76,0.046,3045.4,42.5,1.4,45.1,709
AP012,Q2,2022,2784,9.1,61.1,75,82,0.025,998.4,40.6,5.5,33.2,1832
AP002,Q2,2023,2077,7.6,94.3,69,74,0.012,170.9,21.2,2.8,35.1,1080
AP009,Q4,2024,3041,0.4,5.1,73,89,0.015,205.6,17.5,2.0,39.8,1105
AP007,Q2,2022,2570,39.1,75.1,85,75,0.027,182.1,42.0,2.0,47.1,1474
AP006,Q4,2022,4081,57.8,19.3,60,77,0.02,975.2,43.0,1.4,46.8,1841
AP002,Q4,2020,1198,53.7,81.8,77,55,0.043,909.7,80.6,3.3,15.9,1049
AP008,Q4,2024,4912,52.3,44.7,76,89,0.044,360.0,51.2,5.7,33.0,509
AP005,Q4,2021,1778,31.7,44.7,95,92,0.017,1194.8,37.5,1.9,28.9,1818
AP001,Q4,2022,2084,28.5,19.9,86,73,0.023,483.8,6.9,1.3,47.1,453
AP002,Q4,2021,4673,4.6,72.1,72,88,0.017,1890.0,57.3,5.8,27.6,1542
AP007,Q3,2022,2699,40.7,56.2,75,73,0.014,122.5,42.4,3.2,37.5,713
AP008,Q3,2021,1939,0.3,0.9,65,70,0.012,938.7,97.1,5.5,13.3,978
AP002,Q3,2022,1886,44.5,74.5,31,53,0.01,540.6,17.8,5.3,23.8,1281
AP011,Q1,2021,3407,9.0,66.8,77,86,0.021,1035.8,58.7,3.9,29.6,1561
AP002,Q4,2021,3059,55.3,67.0,56,75,0.012,387.0,35.2,5.2,27.4,797
AP003,Q1,2023,1355,51.1,78.6,94,75,0.029,1716.0,31.1,5.7,46.1,1675
AP005,Q2,2020,1402,48.1,18.7,89,83,0.012,386.3,96.8,3.9,41.5,807
AP009,Q1,2021,3387,1.0,0.1,74,76,0.054,785.2,3.3,3.2,21.2,1856
AP011,Q4,2020,2666,20.5,34.7,54,44,0.02,260.7,27.1,2.9,17.0,1049
AP011,Q1,2022,2013,35.3,45.1,72,92,0.041,874.6,84.3,1.5,19.0,1235
AP010,Q3,2024,2061,19.2,89.2,94,56,0.034,948.8,65.6,2.2,30.0,921
AP011,Q4,2021,2943,32.5,36.9,71,62,0.017,224.2,59.2,3.2,40.6,1154
AP002,Q3,2023,1176,7.7,23.6,55,79,0.01,1768.1,6.0,3.5,50.0,604
AP012,Q4,2022,3001,54.5,99.8,65,52,0.022,1412.9,71.5,4.9,24.9,1151
AP003,Q1,2021,2391,26.6,41.8,77,63,0.039,204.1,39.5,3.1,28.5,1315
AP012,Q3,2022,1192,39.7,24.5,78,81,0.021,626.2,70.4,3.6,48.9,1439
AP006,Q1,2022,3336,6.7,32.0,90,56,0.018,1758.7,32.1,2.9,23.8,536
AP005,Q4,2023,826,8.1,52.0,59,65,0.016,273.7,32.8,3.3,23.8,1914
AP009,Q1,2022,1300,34.0,80.7,63,86,0.032,124.9,93.5,5.2,14.7,1713
AP007,Q3,2023,1906,21.9,6.3,95,60,0.013,127.6,58.5,1.8,20.5,1141
AP008,Q1,2020,2404,29.2,63.1,79,65,0.026,581.1,80.3,4.9,46.5,1355
AP010,Q2,2021,3848,56.8,63.0,74,43,0.022,282.3,72.1,5.3,19.2,1898
AP005,Q2,2024,2381,23.3,9.1,78,86,0.022,1652.5,80.7,2.9,34.8,1791
AP009,Q4,2024,4764,57.9,63.5,53,66,0.04,1402.9,62.9,5.4,11.0,406
AP007,Q2,2024,3706,30.5,49.2,50,63,0.018,708.0,88.3,1.2,23.6,421
AP005,Q3,2023,1173,14.0,26.2,83,76,0.012,301.3,37.1,1.9,28.0,357
AP012,Q4,2020,3046,41.7,96.6,78,89,0.026,2181.5,49.3,1.9,34.7,1006
AP008,Q3,2023,2872,30.3,87.8,80,67,0.066,510.9,89.8,4.6,41.6,330
AP003,Q4,2021,623,2.7,71.0,77,97,0.036,691.0,31.8,5.0,43.0,411
AP010,Q1,2020,1234,54.1,45.5,70,67,0.014,292.2,51.7,1.0,41.3,1155
AP011,Q1,2021,2648,17.7,3.6,79,55,0.009,1687.7,90.3,4.6,19.7,938
AP011,Q3,2020,3726,28.0,76.1,58,56,0.011,714.9,83.8,2.0,17.1,745
AP004,Q1,2021,3565,4.0,96.7,51,83,0.014,493.4,54.7,1.4,46.1,306
AP003,Q2,2024,1607,17.2,43.3,67,90,0.023,1235.8,61.4,4.8,36.4,582
AP006,Q4,2023,1707,10.4,88.7,85,82,0.027,819.7,67.4,5.9,25.5,985
AP010,Q1,2020,3241,22.1,14.9,33,72,0.019,328.1,66.2,3.3,23.9,1794
AP011,Q3,2020,2051,24.0,91.3,66,100,0.031,152.1,83.8,1.8,32.4,1896
AP004,Q1,2024,3193,12.0,30.9,44,91,0.058,1076.8,0.2,3.5,41.4,1588
AP007,Q3,2023,4516,2.7,9.4,49,78,0.019,1406.3,45.4,1.5,21.2,595
AP012,Q4,2021,4020,2.6,37.6,100,53,0.012,1208.5,1.3,5.5,18.2,1669
AP010,Q2,2020,3468,11.8,6.8,73,88,0.024,1565.2,57.2,3.3,42.1,1165
AP004,Q2,2024,2726,42.4,59.6,82,69,0.028,678.5,91.1,5.0,48.1,553
AP003,Q3,2022,2809,0.0,32.8,42,64,0.025,462.2,2.1,4.1,30.7,1527
AP005,Q4,2024,2763,54.0,24.8,88,72,0.009,1865.8,55.0,2.8,14.3,516
AP003,Q1,2023,2122,57.9,73.8,95,76,0.008,2132.4,30.2,3.6,15.9,874
AP001,Q4,2024,852,19.2,59.4,95,72,0.023,1100.4,95.1,2.8,30.0,331
AP008,Q4,2022,3303,37.2,90.4,72,69,0.029,793.9,83.5,3.4,29.0,1516
AP009,Q2,2023,3819,24.2,10.2,57,73,0.009,1197.7,47.2,5.0,40.9,1319
AP011,Q3,2024,1933,9.9,35.2,35,78,0.031,452.7,22.6,4.9,37.0,609
AP002,Q1,2022,929,57.2,69.0,56,75,0.047,696.1,36.3,2.0,39.5,668
AP009,Q4,2024,2018,8.2,47.7,79,70,0.025,612.9,9.3,5.8,15.0,1273
AP012,Q3,2023,2018,24.4,98.9,74,66,0.062,1071.2,65.7,1.1,14.6,394
AP011,Q3,2021,2450,14.3,53.7,92,92,0.017,474.5,7.7,3.1,26.8,1330
AP003,Q1,2023,4355,51.2,71.1,73,76,0.02,829.8,42.7,1.1,15.7,540
AP005,Q2,2021,1751,14.7,77.1,64,89,0.031,1565.5,41.5,5.7,45.1,881
AP009,Q3,2022,4391,3.5,77.1,46,78,0.019,2760.0,33.8,4.3,39.7,830
AP003,Q3,2020,1094,32.4,56.5,67,45,0.036,1265.9,63.5,4.6,14.3,1077
AP010,Q3,2024,4989,0.9,88.0,71,70,0.037,1054.2,26.5,4.5,11.6,444
AP002,Q1,2024,1290,1.9,36.2,86,67,0.009,1397.5,94.6,4.4,44.0,615
AP006,Q3,2020,2759,44.7,47.1,41,54,0.016,744.6,56.8,5.7,43.0,860
AP010,Q4,2020,1365,54.8,76.2,68,84,0.039,555.5,98.2,2.5,48.8,1833
AP002,Q1,2024,4588,22.6,73.5,91,55,0.025,796.3,76.2,4.0,40.1,1848
AP012,Q3,2022,1321,12.1,28.1,89,74,0.027,3059.3,50.1,1.3,39.2,1298
AP005,Q1,2022,1712,22.4,45.1,54,56,0.027,2681.5,84.1,1.2,39.0,796
AP005,Q3,2023,3033,3.1,86.2,74,83,0.051,561.8,36.6,5.5,41.0,1074
AP005,Q1,2023,3916,15.0,64.1,65,54,0.016,2233.2,52.2,5.0,47.3,1204
AP011,Q4,2020,4177,0.9,53.8,63,99,0.022,551.7,66.5,3.3,36.9,1485
AP007,Q1,2024,3143,25.0,81.3,71,58,0.014,130.0,70.3,5.8,28.4,1186
AP002,Q2,2020,4599,23.2,3.3,57,61,0.063,502.4,66.5,1.6,37.9,1241
AP007,Q3,2024,803,33.1,80.8,74,70,0.027,2364.0,17.3,5.7,37.1,500
AP010,Q1,2022,4927,8.8,40.4,58,77,0.054,1221.1,50.1,4.3,14.4,946
AP004,Q4,2024,828,13.4,75.5,60,64,0.03,829.4,53.5,1.7,30.0,1877
AP009,Q1,2023,2973,19.0,20.0,74,96,0.02,160.3,62.7,3.2,45.6,1617
AP007,Q2,2023,4085,0.6,53.1,57,81,0.025,981.4,22.3,1.5,27.8,1011
AP001,Q3,2023,2965,41.7,74.2,95,81,0.044,522.8,42.1,5.4,35.3,369
AP008,Q1,2021,4951,32.5,50.4,96,83,0.028,559.8,76.5,3.1,35.4,1550
AP005,Q4,2021,2163,43.8,6.7,67,70,0.019,511.9,67.8,1.4,11.9,1201
AP010,Q1,2020,4374,5.5,11.2,80,73,0.026,809.6,87.5,4.4,10.4,654
AP006,Q4,2023,4593,5.7,16.5,82,79,0.027,1062.5,88.4,5.3,11.8,1228
AP004,Q4,2023,2568,34.1,24.5,87,84,0.041,2050.7,41.3,1.9,44.8,1165
AP008,Q2,2022,4539,11.1,44.2,71,71,0.049,847.9,98.1,5.5,25.7,1193
AP002,Q4,2023,2677,35.3,89.1,59,74,0.048,881.0,72.3,1.7,46.8,1584
AP009,Q4,2024,687,26.1,32.0,77,67,0.023,1202.1,65.7,5.7,49.6,853
AP008,Q1,2022,2496,32.6,42.8,64,90,0.023,691.5,94.3,1.4,38.6,1851
AP002,Q2,2024,2146,4.3,84.9,66,84,0.026,772.4,22.5,5.7,25.7,1528
AP005,Q1,2024,1102,16.8,93.9,95,54,0.012,1846.4,76.2,1.7,25.3,383
AP011,Q3,2022,4901,13.2,70.9,84,70,0.029,578.0,47.9,1.7,24.5,1533
AP004,Q4,2020,2771,28.6,30.8,86,84,0.033,520.0,37.2,3.9,13.3,634
AP010,Q2,2024,4324,1.5,26.7,55,53,0.038,1445.0,60.5,3.0,32.8,558
AP001,Q1,2022,2811,11.7,60.4,70,65,0.012,524.6,6.1,5.6,43.9,1887
AP001,Q2,2020,3664,13.2,29.8,81,99,0.01,359.4,86.1,2.5,44.6,732
AP004,Q4,2024,3728,57.5,43.4,86,79,0.032,542.6,66.1,5.7,22.7,1683
AP002,Q4,2023,1868,17.5,68.5,96,74,0.029,156.5,85.1,4.1,36.9,324
AP005,Q4,2024,4091,0.9,26.9,94,56,0.049,209.3,12.7,1.8,40.3,1993
AP001,Q4,2024,4126,12.1,66.9,79,72,0.019,177.7,63.6,1.4,47.2,1902
AP006,Q1,2021,1339,5.2,31.5,51,56,0.07,311.5,71.0,3.8,17.9,1497
AP003,Q4,2024,2914,37.2,77.1,79,92,0.035,268.8,13.5,4.1,21.6,720
AP009,Q3,2020,1374,40.3,70.8,68,56,0.042,883.3,78.4,2.3,36.5,1911
AP011,Q1,2024,4957,16.5,33.8,78,80,0.012,520.9,31.2,2.9,13.7,1354
AP002,Q4,2022,1742,14.8,25.9,74,99,0.014,584.6,75.9,2.2,39.9,1728
AP002,Q2,2023,2657,54.1,22.6,85,85,0.024,1424.0,60.7,4.0,27.2,1300
AP007,Q1,2023,2676,23.3,47.9,87,90,0.01,1463.6,15.8,5.6,36.8,567
AP004,Q1,2024,2400,46.2,98.3,58,74,0.043,757.3,16.8,3.0,30.2,300
AP007,Q4,2020,4235,57.3,87.7,92,67,0.01,218.6,18.4,1.7,45.1,395
AP005,Q4,2020,755,46.8,80.1,88,74,0.005,264.8,23.7,3.8,18.7,1093
AP007,Q3,2021,2146,25.3,28.2,61,74,0.045,1330.4,26.2,3.9,30.5,679
AP012,Q4,2023,2969,30.4,59.9,67,69,0.028,667.5,40.1,4.8,42.1,929
AP004,Q1,2023,985,45.4,70.7,92,65,0.033,847.2,39.9,2.3,35.5,1779
AP011,Q1,2020,1506,10.6,71.1,64,55,0.013,551.7,87.5,4.4,45.6,928
AP010,Q2,2024,1125,8.3,84.1,95,68,0.011,1365.2,13.9,3.7,32.3,1694
AP001,Q2,2021,4312,1.2,54.9,73,79,0.016,507.9,14.4,5.8,11.9,331
AP004,Q3,2022,2759,11.9,52.1,69,83,0.051,2402.0,97.0,5.3,43.5,474
AP005,Q4,2021,925,36.2,2.3,38,79,0.086,831.9,43.8,1.2,19.8,1819
AP006,Q2,2023,4175,39.2,7.4,65,93,0.03,592.9,62.8,5.3,20.5,1821
AP009,Q4,2021,3247,47.5,4.1,78,88,0.024,2340.0,14.1,5.0,23.3,856
AP009,Q1,2024,2508,28.5,42.7,69,57,0.025,2774.3,18.8,4.2,27.1,1452
AP012,Q4,2021,4164,52.4,1.2,87,74,0.027,274.6,90.7,2.6,38.1,1329
AP009,Q2,2020,3344,42.1,79.0,98,57,0.056,1910.0,3.0,3.8,14.7,1785
AP010,Q4,2022,2189,20.4,63.7,77,64,0.028,2398.8,1.1,1.4,27.3,1281
AP002,Q3,2020,1109,38.2,95.1,75,59,0.013,105.5,95.9,2.4,46.7,429
AP010,Q3,2024,3788,49.1,81.7,79,64,0.006,371.0,25.6,2.6,21.4,1300
AP005,Q3,2020,3616,33.5,38.1,83,83,0.019,1740.4,13.2,4.5,30.4,425
AP001,Q2,2022,4022,34.5,65.7,65,75,0.011,379.1,89.8,3.6,24.8,1488
AP006,Q2,2020,4554,10.1,92.0,97,55,0.024,370.0,81.5,3.4,18.1,835
AP006,Q2,2020,1939,29.7,65.1,71,58,0.018,287.1,4.0,5.9,10.3,1109
AP006,Q1,2022,3299,25.3,32.3,76,59,0.016,1356.3,61.2,4.7,29.3,1733
AP005,Q3,2024,1666,19.1,47.6,75,59,0.026,1035.2,94.7,1.8,18.2,1285
AP001,Q1,2024,3596,22.1,25.6,65,81,0.095,1188.4,12.2,3.2,40.5,900
AP006,Q2,2021,664,18.7,50.4,64,52,0.027,1127.4,67.4,5.8,26.1,1902
AP005,Q1,2021,1990,5.2,4.6,78,83,0.02,558.3,88.3,2.8,30.1,1717
AP006,Q3,2024,699,40.7,44.2,87,99,0.021,693.8,49.5,5.8,12.7,1254
AP001,Q1,2022,4945,50.3,64.6,85,89,0.017,1526.5,35.7,3.0,26.6,1391
AP008,Q1,2021,1176,29.4,70.6,66,77,0.023,1911.2,38.9,2.0,44.2,1431
AP011,Q1,2021,3003,12.6,59.5,75,77,0.089,590.4,61.5,3.9,30.4,915
AP012,Q2,2021,1023,28.4,17.4,85,81,0.026,422.4,78.5,1.4,40.6,1535
AP002,Q1,2023,1790,55.6,64.9,97,70,0.012,776.8,66.1,5.6,10.4,1390
AP005,Q4,2023,545,41.4,11.1,68,68,0.018,3251.8,62.3,5.7,24.6,1647
AP005,Q4,2024,4153,1.8,31.6,70,69,0.022,2184.2,14.8,1.7,25.5,859
AP012,Q2,2021,2662,44.0,46.2,58,37,0.011,1427.2,79.5,3.9,37.6,748
AP008,Q2,2024,786,58.2,54.1,49,66,0.02,1581.9,62.2,2.0,26.0,1679
AP002,Q3,2020,4568,57.0,61.8,75,66,0.021,327.6,65.0,3.2,38.0,1167
AP003,Q2,2024,2151,21.5,32.3,90,68,0.028,789.4,84.8,4.3,41.6,915
AP001,Q4,2021,2158,51.3,3.7,78,88,0.028,1562.1,36.0,2.8,44.6,1309
AP010,Q1,2024,4480,25.9,7.9,71,72,0.019,1106.2,14.8,2.2,44.1,572
AP003,Q2,2023,2116,26.5,81.4,99,86,0.02,809.5,16.5,4.4,42.6,1000
AP011,Q2,2022,2672,46.1,88.9,67,65,0.02,612.5,32.6,5.6,45.4,861
AP009,Q2,2023,2197,9.5,59.1,53,80,0.087,1066.2,75.5,1.5,36.0,1131
AP011,Q4,2023,3325,27.3,12.3,69,63,0.051,514.7,79.4,3.8,47.1,741
AP006,Q4,2022,1133,56.8,1.9,60,61,0.022,2161.4,28.1,4.9,36.9,1814
AP003,Q3,2024,2343,53.3,6.5,65,88,0.021,446.5,7.5,4.5,40.8,406
AP004,Q2,2022,3179,42.9,49.5,75,55,0.011,752.7,43.8,3.8,43.0,1006
AP012,Q3,2023,2167,29.0,51.0,59,65,0.014,301.6,76.0,5.7,32.2,1131
AP012,Q4,2024,4158,14.6,42.8,84,71,0.034,504.9,77.7,3.7,12.3,1513
AP002,Q1,2022,4385,28.1,10.9,80,55,0.031,726.4,35.7,1.1,33.3,1037
AP004,Q4,2020,2647,57.1,68.4,87,74,0.02,618.0,30.2,2.9,19.3,1969
AP010,Q3,2023,1484,32.0,56.1,66,75,0.118,207.8,69.8,2.1,17.8,1902
AP007,Q1,2022,1675,18.4,64.2,91,78,0.022,561.1,25.7,1.4,23.4,1409
AP001,Q1,2022,4696,46.2,87.2,84,84,0.035,4835.0,6.7,1.7,32.4,1380
AP008,Q4,2020,1836,36.1,93.9,74,53,0.03,759.5,67.2,5.8,27.9,409
AP001,Q2,2023,1089,33.5,44.5,68,73,0.042,559.6,50.4,3.0,17.2,1717
AP012,Q4,2022,2913,48.3,71.6,39,53,0.031,849.2,31.5,4.3,25.2,826
AP005,Q2,2021,4803,56.2,15.3,70,74,0.021,1863.2,0.1,1.6,48.5,919
AP012,Q3,2020,3243,48.3,97.7,66,69,0.026,1872.4,74.7,4.5,28.5,1164
AP006,Q1,2023,2197,4.6,33.1,70,73,0.028,1553.3,80.8,2.1,23.4,1495
AP006,Q4,2023,3387,30.4,84.3,71,62,0.02,798.1,0.6,4.7,10.3,1945
AP008,Q4,2022,2203,25.7,42.1,57,65,0.019,145.9,2.7,3.2,12.3,1472
AP006,Q1,2022,1196,17.2,26.1,56,65,0.006,2071.4,91.4,5.3,36.1,910
AP010,Q4,2024,1703,18.9,72.9,44,76,0.067,713.5,95.8,1.6,38.0,1112
AP001,Q4,2020,3945,4.2,81.0,96,75,0.083,903.1,43.9,4.6,30.3,420
AP003,Q3,2020,1327,1.3,86.1,48,78,0.018,1214.6,94.6,5.3,14.4,589
AP010,Q2,2023,714,6.2,49.5,90,99,0.016,887.3,56.4,1.9,38.5,1960
AP007,Q2,2022,1396,52.3,49.0,32,65,0.022,555.2,71.9,5.9,18.3,859
AP004,Q3,2020,3241,47.2,12.4,79,87,0.023,286.2,89.7,3.8,49.9,603
AP004,Q4,2020,918,25.6,27.0,70,54,0.02,572.3,86.4,1.8,14.7,1376
AP005,Q2,2024,2966,36.4,17.7,74,49,0.049,494.8,56.9,1.7,46.6,1822
AP005,Q2,2024,2428,54.6,40.8,76,91,0.03,1344.4,35.7,5.6,29.8,1109
AP005,Q1,2023,3370,22.6,2.2,73,77,0.1,915.8,32.2,4.4,11.1,534
AP011,Q3,2021,3270,2.0,99.4,79,80,0.01,524.5,96.4,4.0,36.0,410
AP001,Q2,2020,3765,2.0,6.5,54,63,0.031,193.9,38.8,3.1,43.7,308
AP010,Q3,2022,4716,9.7,19.7,72,75,0.062,1168.8,74.2,2.6,14.9,814
AP004,Q3,2022,3334,26.3,23.2,71,69,0.021,700.5,29.3,4.2,14.6,981
AP010,Q1,2022,1891,18.1,79.2,96,76,0.009,237.1,84.9,2.4,31.7,1481
AP007,Q2,2023,4761,42.0,36.6,91,80,0.016,1340.0,65.5,2.5,48.6,1795
AP003,Q2,2023,2896,16.6,91.9,82,85,0.017,1320.8,72.3,2.9,45.0,1678
AP010,Q3,2021,4557,49.1,11.7,83,69,0.073,330.2,68.8,3.2,17.7,698
AP012,Q2,2023,1720,55.3,96.4,85,69,0.074,742.0,17.6,1.9,29.8,742
AP009,Q4,2020,2930,17.1,34.7,71,52,0.084,224.2,86.6,5.8,35.3,697
AP007,Q2,2024,2481,29.5,66.9,60,83,0.013,237.8,99.0,2.6,45.2,644
AP009,Q1,2023,2609,1.4,63.6,75,62,0.055,907.8,70.4,5.2,31.6,1107
AP002,Q1,2024,3866,13.2,65.2,99,74,0.041,1030.7,60.1,5.7,49.4,1508
AP008,Q3,2021,3853,43.9,22.9,66,96,0.036,629.0,92.7,5.5,29.2,1161
AP001,Q1,2021,2701,59.1,47.2,85,60,0.02,1494.2,14.7,2.9,20.3,1169
AP009,Q1,2021,2569,21.7,28.0,65,84,0.015,575.3,86.3,2.7,10.7,313
AP010,Q3,2020,785,32.0,26.7,88,72,0.036,1997.4,92.8,2.9,26.3,812
AP006,Q4,2023,503,10.0,65.5,69,82,0.02,2536.8,1.9,2.3,18.9,1545
AP010,Q3,2023,2018,12.5,51.4,77,62,0.064,1796.3,6.7,1.5,16.0,1589
AP001,Q2,2021,3059,6.1,76.6,71,97,0.065,658.8,2.6,4.9,37.5,1658
AP009,Q1,2023,3887,16.3,48.2,87,62,0.03,1071.4,41.1,2.0,42.8,1956
AP012,Q4,2020,4944,34.4,29.0,64,87,0.066,657.8,20.3,2.3,23.1,333
AP010,Q1,2020,3342,37.9,63.1,84,51,0.083,746.5,26.2,1.0,16.5,561
AP012,Q1,2024,4855,13.3,46.3,75,77,0.057,327.8,34.6,5.7,18.9,877
AP002,Q3,2021,3569,53.2,69.1,80,89,0.014,830.0,41.4,2.1,41.8,1986
AP004,Q3,2023,2032,58.8,73.6,90,91,0.021,1012.9,86.7,4.2,30.3,1760
AP006,Q3,2021,3508,28.4,96.8,70,73,0.088,1015.9,91.1,4.7,25.3,1095
AP003,Q4,2024,2597,17.7,39.6,88,80,0.088,776.5,19.9,2.1,37.3,1281
AP003,Q2,2020,4761,2.9,39.1,60,89,0.019,151.8,25.2,3.1,39.3,1999
AP008,Q2,2022,4390,9.7,88.7,63,83,0.091,201.5,1.9,2.9,36.9,1188
AP011,Q4,2023,705,8.3,51.5,78,67,0.029,793.3,82.0,2.8,10.7,891
AP009,Q1,2022,3865,32.8,66.2,90,72,0.006,788.3,52.8,1.2,29.2,568
AP002,Q4,2022,1890,17.0,4.6,97,76,0.026,898.6,58.1,1.8,39.4,1176
AP006,Q2,2020,1849,43.6,84.8,70,86,0.011,3095.0,65.4,5.0,28.1,1208
AP003,Q4,2022,4171,32.3,81.9,54,83,0.015,200.8,38.1,5.9,35.6,1818
AP007,Q3,2021,1566,3.5,0.7,85,55,0.016,440.5,52.3,1.8,35.4,960
AP002,Q4,2021,3930,0.9,23.9,82,50,0.037,176.5,49.7,5.0,24.1,337
AP002,Q1,2024,1896,51.7,15.7,92,93,0.026,1577.7,54.1,2.2,26.4,331
AP007,Q1,2023,4755,1.1,10.7,67,81,0.035,775.8,47.0,5.3,38.3,1823
AP002,Q3,2022,749,52.8,59.4,65,80,0.163,520.0,65.7,3.6,27.1,1678
AP011,Q2,2020,2412,38.1,69.7,58,51,0.013,1080.5,57.3,5.0,17.4,1530
AP006,Q3,2022,533,46.0,35.3,85,72,0.013,1353.2,8.7,5.8,25.4,1062
AP012,Q3,2020,4809,56.5,67.4,54,96,0.024,1323.6,64.2,4.6,45.2,1940
AP006,Q2,2024,691,16.9,89.5,77,90,0.11,266.3,76.4,5.1,49.9,680
AP011,Q2,2022,890,43.0,25.6,78,82,0.04,470.9,6.0,2.9,40.5,1472
AP008,Q3,2024,2751,54.0,67.8,92,67,0.02,326.8,92.9,4.1,19.4,1149
AP005,Q2,2024,1723,11.8,12.8,59,96,0.08,2436.9,90.7,4.4,48.1,1321
AP001,Q2,2021,2403,41.6,77.5,73,47,0.021,695.4,42.2,4.1,47.3,769
AP001,Q1,2021,1432,24.4,39.2,59,93,0.038,665.3,43.5,5.0,17.9,533
AP003,Q4,2022,3464,35.1,43.5,80,66,0.042,487.7,19.6,1.9,23.0,1820
AP007,Q1,2022,681,30.8,69.6,58,63,0.01,2469.5,13.9,5.9,19.6,1339
AP012,Q4,2024,3881,20.1,24.2,70,75,0.007,348.0,89.6,1.6,20.0,695
AP011,Q4,2020,4043,52.1,17.0,71,85,0.025,509.0,38.2,1.8,16.9,1803
AP007,Q1,2021,2558,55.6,9.5,84,100,0.013,2454.3,77.3,4.4,31.2,372
AP001,Q4,2022,1308,20.0,47.4,51,76,0.021,608.5,61.6,3.9,46.8,1092
AP003,Q3,2023,4969,42.4,71.9,80,84,0.021,1151.9,2.1,1.2,19.3,1581
AP008,Q3,2020,3371,31.5,79.5,87,93,0.008,1310.9,39.1,4.6,22.2,659
AP003,Q2,2023,1564,15.2,82.4,86,71,0.115,163.7,12.2,5.4,44.2,1441
AP010,Q2,2022,2684,46.9,51.8,49,48,0.011,1287.7,37.0,5.5,13.7,1184
AP008,Q1,2023,518,1.3,77.6,99,44,0.011,361.8,75.2,2.3,11.7,1962
AP011,Q4,2020,4588,50.4,78.6,84,76,0.017,734.3,37.9,4.7,23.1,1069
